comparison,prompt_id,evaluator_id,any_polarity_changed,any_borda_changed,any_best_pick_changed,all_allocations_exact_same,all_magnitudes_same,allocation_l1_change
anchoring_effect,p073,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,0.9
anchoring_effect,p073,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.2
anchoring_effect,p074,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,False,False,False,0.4
anchoring_effect,p074,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,False,False,0.19999999999999996
anchoring_effect,p074,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,0.6
anchoring_effect,p074,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,1.4
anchoring_effect,p075,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,True,False,False,1.2000000000000002
anchoring_effect,p075,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,0.39999999999999997
anchoring_effect,p075,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,True,False,False,0.19999999999999998
anchoring_effect,p075,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,0.6000000000000001
anchoring_effect,p076,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,True,False,False,0.09999999999999998
anchoring_effect,p076,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,0.9
anchoring_effect,p076,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,1.1
anchoring_effect,p076,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,True,True,0.0
anchoring_effect,p077,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,False,False,0.5
anchoring_effect,p077,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,1.0
anchoring_effect,p077,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,1.2000000000000002
anchoring_effect,p077,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,0.9
anchoring_effect,p078,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
anchoring_effect,p078,Qwen/Qwen2.5-7B-Instruct::normal_02,False,True,False,False,False,0.2
anchoring_effect,p078,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,True,False,False,0.3
anchoring_effect,p078,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,True,True,0.0
anchoring_effect,p079,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,False,False,False,0.3
anchoring_effect,p079,Qwen/Qwen2.5-7B-Instruct::normal_02,False,True,True,False,False,0.5
anchoring_effect,p079,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,True,True,0.0
anchoring_effect,p079,Qwen/Qwen2.5-7B-Instruct::normal_04,True,False,False,False,False,0.5
anchoring_effect,p080,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,True,False,False,0.9
anchoring_effect,p080,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,1.7
anchoring_effect,p080,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,True,False,False,0.09999999999999998
anchoring_effect,p080,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,1.7000000000000002
anchoring_effect,p081,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,0.6
anchoring_effect,p081,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,False,False,0.10000000000000002
anchoring_effect,p081,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,False,False,0.1
anchoring_effect,p081,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,False,0.39999999999999997
anchoring_effect,p082,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,False,False,False,0.09999999999999998
anchoring_effect,p082,Qwen/Qwen2.5-7B-Instruct::normal_02,False,True,False,False,False,0.3
anchoring_effect,p082,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,False,False,False,0.3
anchoring_effect,p082,Qwen/Qwen2.5-7B-Instruct::normal_04,False,True,False,False,False,0.19999999999999998
anchoring_effect,p083,Qwen/Qwen2.5-7B-Instruct::normal_01,True,False,False,False,True,1.0
anchoring_effect,p083,Qwen/Qwen2.5-7B-Instruct::normal_02,False,True,False,False,False,0.19999999999999996
anchoring_effect,p083,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,1.7999999999999998
anchoring_effect,p083,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,False,0.6
anchoring_effect,p084,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,False,False,0.30000000000000004
anchoring_effect,p084,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,1.1
anchoring_effect,p084,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.19999999999999996
anchoring_effect,p085,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,False,False,0.2
anchoring_effect,p085,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,False,False,0.1
anchoring_effect,p085,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,False,False,0.1
anchoring_effect,p085,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.19999999999999998
anchoring_effect,p086,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,False,False,False,0.30000000000000004
anchoring_effect,p086,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,True,False,False,1.1
anchoring_effect,p086,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,0.3
anchoring_effect,p086,Qwen/Qwen2.5-7B-Instruct::normal_04,False,True,True,False,False,0.3
anchoring_effect,p087,Qwen/Qwen2.5-7B-Instruct::normal_02,False,True,False,False,False,0.3
anchoring_effect,p087,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,0.5
anchoring_effect,p087,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.39999999999999997
anchoring_effect,p088,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,0.5
anchoring_effect,p088,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,True,False,False,0.9
anchoring_effect,p088,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,False,False,0.29999999999999993
anchoring_effect,p088,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.19999999999999998
anchoring_effect,p089,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,True,False,False,1.2
anchoring_effect,p089,Qwen/Qwen2.5-7B-Instruct::normal_02,True,False,False,False,False,1.6
anchoring_effect,p089,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,1.7999999999999998
anchoring_effect,p089,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,0.9
anchoring_effect,p090,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,False,False,False,0.1
anchoring_effect,p090,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,0.4
anchoring_effect,p090,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,0.39999999999999997
anchoring_effect,p090,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,1.2
anchoring_effect,p091,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,True,False,False,1.3
anchoring_effect,p091,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,True,False,False,0.8999999999999999
anchoring_effect,p091,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,0.6000000000000001
anchoring_effect,p091,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,False,0.7999999999999999
anchoring_effect,p092,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,False,True,True,0.0
anchoring_effect,p092,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,True,0.5
anchoring_effect,p092,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,False,True,True,0.0
anchoring_effect,p092,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,False,0.8999999999999999
anchoring_effect,p093,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,True,False,False,0.9
anchoring_effect,p093,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,1.2000000000000002
anchoring_effect,p093,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.1
anchoring_effect,p094,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,0.9000000000000001
anchoring_effect,p094,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,True,False,False,1.7999999999999998
anchoring_effect,p094,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,True,0.5
anchoring_effect,p094,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,0.7000000000000001
anchoring_effect,p095,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,False,False,False,0.19999999999999998
anchoring_effect,p095,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,0.4
anchoring_effect,p095,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,0.5
anchoring_effect,p095,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.09999999999999998
anchoring_effect,p096,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,False,False,False,0.30000000000000004
anchoring_effect,p096,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,0.3
anchoring_effect,p096,Qwen/Qwen2.5-7B-Instruct::normal_04,False,True,True,False,False,0.7
anchoring_effect,p097,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,0.6
anchoring_effect,p097,Qwen/Qwen2.5-7B-Instruct::normal_02,True,False,True,False,False,0.3
anchoring_effect,p097,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,False,False,False,0.19999999999999998
anchoring_effect,p097,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,False,0.49999999999999994
anchoring_effect,p098,Qwen/Qwen2.5-7B-Instruct::normal_01,True,False,False,False,False,0.6
anchoring_effect,p098,Qwen/Qwen2.5-7B-Instruct::normal_02,True,False,False,False,False,0.6
anchoring_effect,p098,Qwen/Qwen2.5-7B-Instruct::normal_03,True,False,False,False,False,1.0
anchoring_effect,p098,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,0.9
anchoring_effect,p099,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,True,False,False,0.09999999999999998
anchoring_effect,p099,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,0.39999999999999997
anchoring_effect,p099,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,0.5
anchoring_effect,p099,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.10000000000000002
anchoring_effect,p100,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,False,False,0.3
anchoring_effect,p100,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,False,False,False,0.2
anchoring_effect,p100,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,0.9
placebo_floor,p001,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
placebo_floor,p001,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p001,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,0.9000000000000001
placebo_floor,p001,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,True,True,0.0
placebo_floor,p002,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
placebo_floor,p002,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,True,False,False,0.39999999999999997
placebo_floor,p002,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,True,True,0.0
placebo_floor,p002,Qwen/Qwen2.5-7B-Instruct::normal_04,True,False,False,False,False,0.8
placebo_floor,p003,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,False,False,0.19999999999999998
placebo_floor,p003,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,False,False,0.1
placebo_floor,p003,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,False,False,0.09999999999999998
placebo_floor,p003,Qwen/Qwen2.5-7B-Instruct::normal_04,True,False,False,False,False,0.3
placebo_floor,p004,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
placebo_floor,p004,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p004,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,True,True,0.0
placebo_floor,p005,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p005,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,0.9
placebo_floor,p006,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,False,False,0.09999999999999998
placebo_floor,p006,Qwen/Qwen2.5-7B-Instruct::normal_02,True,False,False,False,True,0.3
placebo_floor,p006,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,True,0.3
placebo_floor,p006,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.2
placebo_floor,p007,Qwen/Qwen2.5-7B-Instruct::normal_02,False,True,False,True,True,0.0
placebo_floor,p007,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,True,True,0.0
placebo_floor,p008,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
placebo_floor,p008,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,1.0
placebo_floor,p008,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,False,False,0.09999999999999998
placebo_floor,p008,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,True,True,0.0
placebo_floor,p009,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
placebo_floor,p009,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p009,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,True,True,0.0
placebo_floor,p009,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.30000000000000004
placebo_floor,p010,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
placebo_floor,p010,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p010,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,False,True,True,0.0
placebo_floor,p010,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,True,True,0.0
placebo_floor,p011,Qwen/Qwen2.5-7B-Instruct::normal_01,True,False,False,False,True,0.3
placebo_floor,p011,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,True,True,0.0
placebo_floor,p011,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,False,0.30000000000000004
placebo_floor,p012,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
placebo_floor,p012,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,False,False,0.19999999999999998
placebo_floor,p012,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,True,True,0.0
placebo_floor,p012,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.20000000000000007
placebo_floor,p013,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
placebo_floor,p013,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p013,Qwen/Qwen2.5-7B-Instruct::normal_03,True,False,False,False,False,0.5
placebo_floor,p013,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.19999999999999998
placebo_floor,p014,Qwen/Qwen2.5-7B-Instruct::normal_01,True,False,False,False,False,0.6
placebo_floor,p014,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,False,False,0.09999999999999998
placebo_floor,p014,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,False,False,0.10000000000000002
placebo_floor,p014,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,True,True,0.0
placebo_floor,p015,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,False,False,0.09999999999999998
placebo_floor,p015,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p015,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,False,False,False,0.3
placebo_floor,p015,Qwen/Qwen2.5-7B-Instruct::normal_04,False,True,False,False,False,0.1
placebo_floor,p016,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,0.9000000000000001
placebo_floor,p017,Qwen/Qwen2.5-7B-Instruct::normal_01,True,False,False,False,False,0.5
placebo_floor,p017,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,0.5
placebo_floor,p017,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,True,True,0.0
placebo_floor,p017,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,True,True,0.0
placebo_floor,p018,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,0.8
placebo_floor,p018,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p018,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,2.0
placebo_floor,p018,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,True,True,0.0
placebo_floor,p019,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,0.8999999999999999
placebo_floor,p019,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p019,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,False,False,0.3
placebo_floor,p019,Qwen/Qwen2.5-7B-Instruct::normal_04,True,False,False,False,False,0.3
placebo_floor,p020,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,False,False,0.09999999999999998
placebo_floor,p020,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p020,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,True,True,0.0
placebo_floor,p020,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.09999999999999998
placebo_floor,p021,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
placebo_floor,p021,Qwen/Qwen2.5-7B-Instruct::normal_02,False,True,False,False,False,0.30000000000000004
placebo_floor,p021,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,True,True,0.0
placebo_floor,p021,Qwen/Qwen2.5-7B-Instruct::normal_04,False,True,False,False,False,0.2
placebo_floor,p022,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
placebo_floor,p022,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p022,Qwen/Qwen2.5-7B-Instruct::normal_03,True,False,False,False,True,0.2
placebo_floor,p022,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,True,True,0.0
placebo_floor,p023,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
placebo_floor,p023,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,0.6
placebo_floor,p023,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,False,False,0.2
placebo_floor,p023,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,True,True,0.0
placebo_floor,p024,Qwen/Qwen2.5-7B-Instruct::normal_01,True,False,False,False,False,0.09999999999999999
placebo_floor,p024,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p024,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,True,True,0.0
placebo_floor,p024,Qwen/Qwen2.5-7B-Instruct::normal_04,True,False,False,False,False,0.2
placebo_floor,p025,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
placebo_floor,p025,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,False,False,0.09999999999999998
placebo_floor,p025,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,0.9
placebo_floor,p025,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,True,True,0.0
placebo_floor,p026,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
placebo_floor,p026,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p026,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,True,True,0.0
placebo_floor,p026,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,True,True,0.0
placebo_floor,p027,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,False,False,False,0.09999999999999998
placebo_floor,p027,Qwen/Qwen2.5-7B-Instruct::normal_02,True,False,False,False,False,0.9
placebo_floor,p027,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,True,True,0.0
placebo_floor,p027,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,True,True,0.0
placebo_floor,p028,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
placebo_floor,p028,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p028,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,True,True,0.0
placebo_floor,p028,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,False,0.6
placebo_floor,p029,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
placebo_floor,p029,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p029,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,False,False,False,0.09999999999999998
placebo_floor,p029,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,False,0.6000000000000001
placebo_floor,p030,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,False,False,0.09999999999999999
placebo_floor,p030,Qwen/Qwen2.5-7B-Instruct::normal_02,False,True,True,False,False,0.3
placebo_floor,p030,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,True,False,False,0.5
placebo_floor,p030,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,True,True,0.0
placebo_floor,p031,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
placebo_floor,p031,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p031,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,True,True,0.0
placebo_floor,p031,Qwen/Qwen2.5-7B-Instruct::normal_04,False,True,False,False,False,0.09999999999999998
placebo_floor,p032,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,0.8
placebo_floor,p032,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p032,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,True,True,0.0
placebo_floor,p032,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,True,True,0.0
placebo_floor,p033,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
placebo_floor,p033,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p033,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,0.7999999999999999
placebo_floor,p033,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,True,True,0.0
placebo_floor,p034,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,False,True,True,0.0
placebo_floor,p034,Qwen/Qwen2.5-7B-Instruct::normal_02,False,True,False,True,True,0.0
placebo_floor,p034,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,False,False,0.19999999999999998
placebo_floor,p034,Qwen/Qwen2.5-7B-Instruct::normal_04,True,False,False,False,False,0.8
placebo_floor,p035,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
placebo_floor,p035,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,False,False,0.10000000000000003
placebo_floor,p035,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,False,False,0.09999999999999998
placebo_floor,p035,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,True,True,0.0
placebo_floor,p036,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
placebo_floor,p036,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,True,True,0.0
placebo_floor,p036,Qwen/Qwen2.5-7B-Instruct::normal_04,True,False,False,False,False,0.20000000000000004
placebo_floor,p037,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,False,False,False,0.1
placebo_floor,p037,Qwen/Qwen2.5-7B-Instruct::normal_02,False,True,False,False,False,0.2
placebo_floor,p037,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,False,False,False,0.2
placebo_floor,p038,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
placebo_floor,p038,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p038,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,True,True,0.0
placebo_floor,p038,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,True,True,0.0
placebo_floor,p039,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,False,False,False,0.30000000000000004
placebo_floor,p039,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p039,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,1.1
placebo_floor,p039,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,False,0.5
placebo_floor,p040,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,0.6
placebo_floor,p040,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p040,Qwen/Qwen2.5-7B-Instruct::normal_03,True,False,False,False,False,0.39999999999999997
placebo_floor,p040,Qwen/Qwen2.5-7B-Instruct::normal_04,True,False,True,False,False,0.8999999999999999
placebo_floor,p041,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,False,False,False,0.09999999999999998
placebo_floor,p041,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p041,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,True,True,0.0
placebo_floor,p041,Qwen/Qwen2.5-7B-Instruct::normal_04,False,True,True,False,False,0.19999999999999996
placebo_floor,p042,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
placebo_floor,p042,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p042,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,True,True,0.0
placebo_floor,p043,Qwen/Qwen2.5-7B-Instruct::normal_01,True,False,False,False,False,0.9
placebo_floor,p043,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,False,False,0.2
placebo_floor,p043,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,False,True,True,0.0
placebo_floor,p043,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,True,True,0.0
placebo_floor,p044,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
placebo_floor,p044,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
placebo_floor,p044,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,False,False,0.19999999999999998
