domain,method,prompt_id,scores_json,selection
code,direct_borda,p073,"{""A"": 3.0, ""B"": 1.75, ""C"": 0.625, ""D"": 0.625}",A
code,direct_signed_allocation,p073,"{""A"": 0.45, ""B"": 0.225, ""C"": -0.18750000000000003, ""D"": -0.1375}",A
code,direct_best_pick,p074,"{""A"": 0.5, ""B"": 0.5, ""C"": 0.0, ""D"": 0.0}","TIE:A,B"
code,direct_borda,p074,"{""A"": 2.25, ""B"": 2.5, ""C"": 0.375, ""D"": 0.875}",B
code,direct_signed_allocation,p074,"{""A"": 0.23750000000000002, ""B"": 0.3625, ""C"": -0.15, ""D"": -0.049999999999999996}",B
code,direct_best_pick,p075,"{""A"": 0.75, ""B"": 0.0, ""C"": 0.0, ""D"": 0.25}",A
code,direct_borda,p075,"{""A"": 2.625, ""B"": 1.875, ""C"": 0.625, ""D"": 0.875}",A
code,direct_signed_allocation,p075,"{""A"": 0.425, ""B"": 0.3, ""C"": -0.0625, ""D"": -0.012499999999999997}",A
business_advice,direct_best_pick,p076,"{""A"": 0.25, ""B"": 0.75, ""C"": 0.0, ""D"": 0.0}",B
business_advice,direct_borda,p076,"{""A"": 2.125, ""B"": 2.75, ""C"": 0.625, ""D"": 0.5}",B
business_advice,direct_signed_allocation,p076,"{""A"": 0.4375, ""B"": 0.3, ""C"": -0.1375, ""D"": -0.125}",A
business_advice,direct_best_pick,p077,"{""A"": 0.5, ""B"": 0.0, ""C"": 0.25, ""D"": 0.25}",A
business_advice,direct_borda,p077,"{""A"": 2.0, ""B"": 2.0, ""C"": 0.875, ""D"": 1.125}","TIE:A,B"
business_advice,direct_signed_allocation,p077,"{""A"": 0.39999999999999997, ""B"": 0.2375, ""C"": 0.0, ""D"": -0.0625}",A
business_advice,direct_best_pick,p078,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A
business_advice,direct_borda,p078,"{""A"": 3.0, ""B"": 1.875, ""C"": 0.5, ""D"": 0.625}",A
business_advice,direct_signed_allocation,p078,"{""A"": 0.45, ""B"": 0.225, ""C"": -0.125, ""D"": -0.15000000000000002}",A
business_advice,direct_best_pick,p079,"{""A"": 0.5, ""B"": 0.0, ""C"": 0.5, ""D"": 0.0}","TIE:A,C"
business_advice,direct_borda,p079,"{""A"": 2.375, ""B"": 1.0, ""C"": 1.875, ""D"": 0.75}",A
business_advice,direct_signed_allocation,p079,"{""A"": 0.35, ""B"": 0.08750000000000001, ""C"": 0.2, ""D"": -0.0875}",A
business_advice,direct_best_pick,p080,"{""A"": 0.75, ""B"": 0.0, ""C"": 0.25, ""D"": 0.0}",A
business_advice,direct_borda,p080,"{""A"": 2.625, ""B"": 1.875, ""C"": 1.0, ""D"": 0.5}",A
business_advice,direct_signed_allocation,p080,"{""A"": 0.45, ""B"": 0.2625, ""C"": -0.11249999999999999, ""D"": -0.17500000000000002}",A
business_advice,direct_best_pick,p081,"{""A"": 0.75, ""B"": 0.0, ""C"": 0.25, ""D"": 0.0}",A
business_advice,direct_borda,p081,"{""A"": 2.75, ""B"": 1.5, ""C"": 1.125, ""D"": 0.625}",A
business_advice,direct_signed_allocation,p081,"{""A"": 0.39999999999999997, ""B"": 0.22499999999999998, ""C"": 0.0875, ""D"": -0.012500000000000004}",A
instruction_following,direct_best_pick,p082,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A
instruction_following,direct_borda,p082,"{""A"": 3.0, ""B"": 1.75, ""C"": 0.75, ""D"": 0.5}",A
instruction_following,direct_signed_allocation,p082,"{""A"": 0.42500000000000004, ""B"": 0.2, ""C"": -0.21250000000000002, ""D"": -0.16249999999999998}",A
instruction_following,direct_best_pick,p083,"{""A"": 0.25, ""B"": 0.25, ""C"": 0.0, ""D"": 0.5}",D
instruction_following,direct_borda,p083,"{""A"": 1.625, ""B"": 2.125, ""C"": 0.625, ""D"": 1.625}",B
instruction_following,direct_signed_allocation,p083,"{""A"": 0.08750000000000001, ""B"": 0.07499999999999998, ""C"": -0.08750000000000001, ""D"": 0.15}",D
instruction_following,direct_best_pick,p084,"{""A"": 0.3333333333333333, ""B"": 0.0, ""C"": 0.3333333333333333, ""D"": 0.3333333333333333}","TIE:A,C,D"
instruction_following,direct_borda,p084,"{""A"": 1.6666666666666667, ""B"": 1.3333333333333333, ""C"": 1.3333333333333333, ""D"": 1.6666666666666667}","TIE:A,D"
instruction_following,direct_signed_allocation,p084,"{""A"": 0.16666666666666666, ""B"": 0.08333333333333333, ""C"": 0.016666666666666663, ""D"": 0.09999999999999999}",A
instruction_following,direct_best_pick,p085,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A
instruction_following,direct_borda,p085,"{""A"": 3.0, ""B"": 1.75, ""C"": 0.875, ""D"": 0.375}",A
instruction_following,direct_signed_allocation,p085,"{""A"": 0.4125, ""B"": 0.1375, ""C"": -0.1, ""D"": -0.15}",A
instruction_following,direct_best_pick,p086,"{""A"": 0.5, ""B"": 0.5, ""C"": 0.0, ""D"": 0.0}","TIE:A,B"
instruction_following,direct_borda,p086,"{""A"": 2.125, ""B"": 2.25, ""C"": 0.625, ""D"": 1.0}",B
instruction_following,direct_signed_allocation,p086,"{""A"": 0.375, ""B"": 0.3125, ""C"": -0.1375, ""D"": -0.1}",A
instruction_following,direct_best_pick,p087,"{""A"": 0.75, ""B"": 0.25, ""C"": 0.0, ""D"": 0.0}",A
instruction_following,direct_borda,p087,"{""A"": 2.75, ""B"": 2.25, ""C"": 0.5, ""D"": 0.5}",A
instruction_following,direct_signed_allocation,p087,"{""A"": 0.39999999999999997, ""B"": 0.32499999999999996, ""C"": -0.012500000000000004, ""D"": -0.012500000000000004}",A
analysis,direct_best_pick,p088,"{""A"": 0.75, ""B"": 0.0, ""C"": 0.0, ""D"": 0.25}",A
analysis,direct_borda,p088,"{""A"": 2.5, ""B"": 2.0, ""C"": 0.375, ""D"": 1.125}",A
analysis,direct_signed_allocation,p088,"{""A"": 0.375, ""B"": 0.23750000000000002, ""C"": -0.17500000000000002, ""D"": 0.012499999999999997}",A
analysis,direct_best_pick,p089,"{""A"": 0.5, ""B"": 0.0, ""C"": 0.25, ""D"": 0.25}",A
analysis,direct_borda,p089,"{""A"": 2.25, ""B"": 1.375, ""C"": 1.375, ""D"": 1.0}",A
analysis,direct_signed_allocation,p089,"{""A"": 0.3125, ""B"": 0.125, ""C"": 0.2125, ""D"": -0.04999999999999999}",A
analysis,direct_best_pick,p090,"{""A"": 0.75, ""B"": 0.0, ""C"": 0.0, ""D"": 0.25}",A
analysis,direct_borda,p090,"{""A"": 2.625, ""B"": 1.75, ""C"": 0.75, ""D"": 0.875}",A
analysis,direct_signed_allocation,p090,"{""A"": 0.39999999999999997, ""B"": 0.2125, ""C"": -0.1, ""D"": -0.012499999999999997}",A
analysis,direct_best_pick,p091,"{""A"": 0.75, ""B"": 0.25, ""C"": 0.0, ""D"": 0.0}",A
analysis,direct_borda,p091,"{""A"": 2.625, ""B"": 1.625, ""C"": 1.0, ""D"": 0.75}",A
analysis,direct_signed_allocation,p091,"{""A"": 0.425, ""B"": 0.2, ""C"": -0.1875, ""D"": -0.1375}",A
analysis,direct_best_pick,p092,"{""A"": 0.75, ""B"": 0.0, ""C"": 0.0, ""D"": 0.25}",A
analysis,direct_borda,p092,"{""A"": 2.75, ""B"": 1.375, ""C"": 0.125, ""D"": 1.75}",A
analysis,direct_signed_allocation,p092,"{""A"": 0.4125, ""B"": 0.0875, ""C"": -0.15, ""D"": 0.024999999999999994}",A
analysis,direct_best_pick,p093,"{""A"": 0.6666666666666666, ""B"": 0.0, ""C"": 0.0, ""D"": 0.3333333333333333}",A
analysis,direct_borda,p093,"{""A"": 2.6666666666666665, ""B"": 1.3333333333333333, ""C"": 0.16666666666666666, ""D"": 1.8333333333333333}",A
analysis,direct_signed_allocation,p093,"{""A"": 0.3833333333333333, ""B"": 0.11666666666666665, ""C"": -0.11666666666666665, ""D"": 0.18333333333333335}",A
analysis,direct_best_pick,p094,"{""A"": 0.0, ""B"": 0.5, ""C"": 0.0, ""D"": 0.5}","TIE:B,D"
analysis,direct_borda,p094,"{""A"": 2.0, ""B"": 1.875, ""C"": 0.125, ""D"": 2.0}","TIE:A,D"
analysis,direct_signed_allocation,p094,"{""A"": 0.23750000000000002, ""B"": 0.1875, ""C"": -0.0875, ""D"": 0.1375}",A
ethics_policy,direct_best_pick,p095,"{""A"": 0.75, ""B"": 0.0, ""C"": 0.0, ""D"": 0.25}",A
ethics_policy,direct_borda,p095,"{""A"": 2.75, ""B"": 1.75, ""C"": 0.125, ""D"": 1.375}",A
ethics_policy,direct_signed_allocation,p095,"{""A"": 0.4, ""B"": 0.22499999999999998, ""C"": -0.11250000000000002, ""D"": 0.0625}",A
ethics_policy,direct_best_pick,p096,"{""A"": 0.6666666666666666, ""B"": 0.0, ""C"": 0.0, ""D"": 0.3333333333333333}",A
ethics_policy,direct_borda,p096,"{""A"": 2.6666666666666665, ""B"": 1.6666666666666667, ""C"": 0.5, ""D"": 1.1666666666666667}",A
ethics_policy,direct_signed_allocation,p096,"{""A"": 0.39999999999999997, ""B"": 0.25, ""C"": 0.049999999999999996, ""D"": 0.13333333333333333}",A
ethics_policy,direct_best_pick,p097,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A
ethics_policy,direct_borda,p097,"{""A"": 2.75, ""B"": 2.25, ""C"": 0.375, ""D"": 0.625}",A
ethics_policy,direct_signed_allocation,p097,"{""A"": 0.4375, ""B"": 0.28750000000000003, ""C"": -0.1375, ""D"": -0.1375}",A
ethics_policy,direct_best_pick,p098,"{""A"": 0.75, ""B"": 0.0, ""C"": 0.0, ""D"": 0.25}",A
ethics_policy,direct_borda,p098,"{""A"": 2.75, ""B"": 1.0, ""C"": 0.0, ""D"": 2.25}",A
ethics_policy,direct_signed_allocation,p098,"{""A"": 0.3875, ""B"": -0.05, ""C"": -0.2375, ""D"": 0.1}",A
ethics_policy,direct_best_pick,p099,"{""A"": 0.25, ""B"": 0.0, ""C"": 0.75, ""D"": 0.0}",C
ethics_policy,direct_borda,p099,"{""A"": 2.25, ""B"": 0.75, ""C"": 2.375, ""D"": 0.625}",C
ethics_policy,direct_signed_allocation,p099,"{""A"": 0.3625, ""B"": 0.05, ""C"": 0.25, ""D"": -0.06250000000000001}",A
ethics_policy,direct_best_pick,p100,"{""A"": 0.5, ""B"": 0.25, ""C"": 0.0, ""D"": 0.25}",A
ethics_policy,direct_borda,p100,"{""A"": 1.625, ""B"": 1.75, ""C"": 0.75, ""D"": 1.875}",D
ethics_policy,direct_signed_allocation,p100,"{""A"": 0.3875, ""B"": 0.175, ""C"": -0.17500000000000002, ""D"": 0.037500000000000006}",A
