domain,method,prompt_id,scores_json,selection,selector_consensus_share,selector_repeats
business_advice,direct_best_pick,p076,"{""A"": 0.5, ""B"": 0.5, ""C"": 0.0, ""D"": 0.0}","TIE:A,B",,
business_advice,direct_borda,p076,"{""A"": 2.5, ""B"": 2.5, ""C"": 1.0, ""D"": 0.0}","TIE:A,B",,
business_advice,direct_signed_allocation,p076,"{""A"": 0.5857142857142857, ""B"": 0.32857142857142857, ""C"": 0.007142857142857142, ""D"": 0.007142857142857142}",A,,
business_advice,direct_best_pick,p077,"{""A"": 0.0, ""B"": 0.25, ""C"": 0.75, ""D"": 0.0}",C,,
business_advice,direct_borda,p077,"{""A"": 0.5, ""B"": 2.25, ""C"": 2.75, ""D"": 0.5}",C,,
business_advice,direct_signed_allocation,p077,"{""A"": 0.0, ""B"": 0.3875, ""C"": 0.5499999999999999, ""D"": 0.0625}",C,,
business_advice,direct_best_pick,p078,"{""A"": 0.0, ""B"": 0.0, ""C"": 0.0, ""D"": 1.0}",D,,
business_advice,direct_borda,p078,"{""A"": 1.5, ""B"": 0.25, ""C"": 1.25, ""D"": 3.0}",D,,
business_advice,direct_signed_allocation,p078,"{""A"": 0.171875, ""B"": 0.009375000000000001, ""C"": 0.08125, ""D"": 0.64375}",D,,
business_advice,direct_best_pick,p079,"{""A"": 0.0, ""B"": 0.25, ""C"": 0.0, ""D"": 0.75}",D,,
business_advice,direct_borda,p079,"{""A"": 1.0, ""B"": 2.25, ""C"": 0.5, ""D"": 2.25}","TIE:B,D",,
business_advice,direct_signed_allocation,p079,"{""A"": 0.1, ""B"": 0.3125, ""C"": 0.07500000000000001, ""D"": 0.5125}",D,,
business_advice,direct_best_pick,p080,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
business_advice,direct_borda,p080,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
business_advice,direct_signed_allocation,p080,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
business_advice,direct_best_pick,p081,"{""A"": 0.75, ""B"": 0.25, ""C"": 0.0, ""D"": 0.0}",A,,
business_advice,direct_borda,p081,"{""A"": 2.75, ""B"": 1.875, ""C"": 0.25, ""D"": 1.125}",A,,
business_advice,direct_signed_allocation,p081,"{""A"": 0.7374999999999999, ""B"": 0.2, ""C"": 0.0, ""D"": 0.0625}",A,,
instruction_following,direct_best_pick,p082,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
instruction_following,direct_borda,p082,"{""A"": 3.0, ""B"": 1.5, ""C"": 1.25, ""D"": 0.25}",A,,
instruction_following,direct_signed_allocation,p082,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
instruction_following,direct_best_pick,p083,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
instruction_following,direct_borda,p083,"{""A"": 3.0, ""B"": 1.375, ""C"": 1.375, ""D"": 0.25}",A,,
instruction_following,direct_signed_allocation,p083,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
instruction_following,direct_best_pick,p084,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
instruction_following,direct_borda,p084,"{""A"": 3.0, ""B"": 2.0, ""C"": 0.5, ""D"": 0.5}",A,,
instruction_following,direct_signed_allocation,p084,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
instruction_following,direct_best_pick,p085,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
instruction_following,direct_borda,p085,"{""A"": 3.0, ""B"": 1.5, ""C"": 0.75, ""D"": 0.75}",A,,
instruction_following,direct_signed_allocation,p085,"{""A"": 0.95, ""B"": -0.025, ""C"": -0.025, ""D"": 0.0}",A,,
instruction_following,direct_best_pick,p086,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
instruction_following,direct_borda,p086,"{""A"": 3.0, ""B"": 1.625, ""C"": 0.75, ""D"": 0.625}",A,,
instruction_following,direct_signed_allocation,p086,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
instruction_following,direct_best_pick,p087,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
instruction_following,direct_borda,p087,"{""A"": 3.0, ""B"": 1.5, ""C"": 0.0, ""D"": 1.5}",A,,
instruction_following,direct_signed_allocation,p087,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
analysis,direct_best_pick,p088,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
analysis,direct_borda,p088,"{""A"": 3.0, ""B"": 1.5, ""C"": 0.0, ""D"": 1.5}",A,,
analysis,direct_signed_allocation,p088,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
analysis,direct_best_pick,p089,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
analysis,direct_borda,p089,"{""A"": 3.0, ""B"": 1.5, ""C"": 0.5, ""D"": 1.0}",A,,
analysis,direct_signed_allocation,p089,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
analysis,direct_best_pick,p090,"{""A"": 0.5, ""B"": 0.0, ""C"": 0.0, ""D"": 0.5}","TIE:A,D",,
analysis,direct_borda,p090,"{""A"": 1.75, ""B"": 1.0, ""C"": 1.375, ""D"": 1.875}",D,,
analysis,direct_signed_allocation,p090,"{""A"": 0.525, ""B"": 0.0125, ""C"": 0.0375, ""D"": 0.425}",A,,
analysis,direct_best_pick,p091,"{""A"": 0.75, ""B"": 0.0, ""C"": 0.25, ""D"": 0.0}",A,,
analysis,direct_borda,p091,"{""A"": 2.5, ""B"": 1.5, ""C"": 1.125, ""D"": 0.875}",A,,
analysis,direct_signed_allocation,p091,"{""A"": 0.8, ""B"": 0.025, ""C"": 0.15, ""D"": 0.025}",A,,
analysis,direct_best_pick,p092,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
analysis,direct_borda,p092,"{""A"": 3.0, ""B"": 1.25, ""C"": 0.75, ""D"": 1.0}",A,,
analysis,direct_signed_allocation,p092,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
analysis,direct_best_pick,p093,"{""A"": 0.5, ""B"": 0.25, ""C"": 0.0, ""D"": 0.25}",A,,
analysis,direct_borda,p093,"{""A"": 2.25, ""B"": 2.125, ""C"": 0.25, ""D"": 1.375}",A,,
analysis,direct_signed_allocation,p093,"{""A"": 0.575, ""B"": 0.2125, ""C"": 0.0, ""D"": 0.21250000000000002}",A,,
analysis,direct_best_pick,p094,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
analysis,direct_borda,p094,"{""A"": 3.0, ""B"": 1.625, ""C"": 0.75, ""D"": 0.625}",A,,
analysis,direct_signed_allocation,p094,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
ethics_policy,direct_best_pick,p095,"{""A"": 0.25, ""B"": 0.0, ""C"": 0.0, ""D"": 0.75}",D,,
ethics_policy,direct_borda,p095,"{""A"": 1.75, ""B"": 1.625, ""C"": 0.0, ""D"": 2.625}",D,,
ethics_policy,direct_signed_allocation,p095,"{""A"": 0.37500000000000006, ""B"": 0.125, ""C"": 0.025, ""D"": 0.475}",D,,
ethics_policy,direct_best_pick,p096,"{""A"": 0.75, ""B"": 0.25, ""C"": 0.0, ""D"": 0.0}",A,,
ethics_policy,direct_borda,p096,"{""A"": 2.625, ""B"": 2.125, ""C"": 0.875, ""D"": 0.375}",A,,
ethics_policy,direct_signed_allocation,p096,"{""A"": 0.825, ""B"": 0.175, ""C"": 0.0, ""D"": 0.0}",A,,
ethics_policy,direct_best_pick,p097,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
ethics_policy,direct_borda,p097,"{""A"": 3.0, ""B"": 1.75, ""C"": 0.25, ""D"": 1.0}",A,,
ethics_policy,direct_signed_allocation,p097,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
ethics_policy,direct_best_pick,p098,"{""A"": 0.25, ""B"": 0.0, ""C"": 0.25, ""D"": 0.5}",D,,
ethics_policy,direct_borda,p098,"{""A"": 1.25, ""B"": 0.625, ""C"": 1.75, ""D"": 2.375}",D,,
ethics_policy,direct_signed_allocation,p098,"{""A"": 0.22857142857142856, ""B"": 0.03571428571428572, ""C"": 0.25, ""D"": 0.41428571428571426}",D,,
ethics_policy,direct_best_pick,p099,"{""A"": 0.75, ""B"": 0.0, ""C"": 0.0, ""D"": 0.25}",A,,
ethics_policy,direct_borda,p099,"{""A"": 2.25, ""B"": 1.25, ""C"": 1.25, ""D"": 1.25}",A,,
ethics_policy,direct_signed_allocation,p099,"{""A"": 0.75, ""B"": 0.0, ""C"": 0.0, ""D"": 0.25}",A,,
ethics_policy,direct_best_pick,p100,"{""A"": 0.5, ""B"": 0.25, ""C"": 0.0, ""D"": 0.25}",A,,
ethics_policy,direct_borda,p100,"{""A"": 2.0, ""B"": 2.25, ""C"": 1.0, ""D"": 0.75}",B,,
ethics_policy,direct_signed_allocation,p100,"{""A"": 0.55, ""B"": 0.22499999999999998, ""C"": 0.05, ""D"": 0.175}",A,,
