allocation_recovered_from_invalid,allocation_retry_count,ballot_id,ballot_index,baseline_replicate_index,condition,direction,effective_strength,fresh_baseline_bottom_candidate_id,fresh_baseline_top_candidate_id,intervention,parse_error,raw_absolute_total,raw_output,strength,strict_allocation_errors_json,strict_allocation_valid,target_candidate_id,target_display_id,target_fresh_baseline_rank,target_policy
True,3,p059::Qwen/Qwen2.5-7B-Instruct::normal_03,18,,steered,random,9.319350256336216,C,D,random_to_bottom,strict_allocation_invalid_recovered:absolute_total:115;reported_absolute_total:110,115.0,"{
""votes"": {
    ""signed_allocation_reason"": ""Candidate A provides a clear and sincere apology without legal liability, while Candidate B is less formal and direct."",
    ""signed_allocation_cents"": [
        {""candidate_id"": ""A"", ""cents"": 50},
        {""candidate_id"": ""B"", ""cents"": 25},
        {""candidate_id"": ""C"", ""cents"": -25},
        {""candidate_id"": ""D"", ""cents"": -15}
    ],
    ""absolute_cents_total"": 110,
    ""borda_ranking"": [[""A""], [""B""], [""C"", ""D""]],
    ""best_pick"": ""A""
}
}",0.2,"[""absolute_total:115"", ""reported_absolute_total:110""]",False,C,C,4.0,bottom
True,3,p059::Qwen/Qwen2.5-7B-Instruct::normal_03,18,,steered,random,2.329837564084054,C,D,random_to_top,strict_allocation_invalid_recovered:absolute_total:115;reported_absolute_total:110,115.0,"{
""votes"": {
    ""signed_allocation_reason"": ""Candidate A provides a clear and sincere apology without legal liability, while Candidate B is less formal and direct."",
    ""signed_allocation_cents"": [
        {""candidate_id"": ""A"", ""cents"": 50},
        {""candidate_id"": ""B"", ""cents"": 25},
        {""candidate_id"": ""C"", ""cents"": -25},
        {""candidate_id"": ""D"", ""cents"": -15}
    ],
    ""absolute_cents_total"": 110,
    ""borda_ranking"": [[""A""], [""B""], [""C"", ""D""]],
    ""best_pick"": ""A""
}
}",0.05,"[""absolute_total:115"", ""reported_absolute_total:110""]",False,D,D,1.0,top
True,3,p059::Qwen/Qwen2.5-7B-Instruct::normal_03,18,,steered,random,4.659675128168108,C,D,random_to_top,strict_allocation_invalid_recovered:absolute_total:119;reported_absolute_total:110,119.0,"{
""votes"": {
    ""signed_allocation_reason"": ""Candidate D is the most straightforward and concise, while Candidate C is the most detailed but slightly less clear."",
    ""signed_allocation_cents"": [
        {""candidate_id"": ""D"", ""cents"": 45},
        {""candidate_id"": ""A"", ""cents"": 35},
        {""candidate_id"": ""B"", ""cents"": 20},
        {""candidate_id"": ""C"", ""cents"": -19}
    ],
    ""absolute_cents_total"": 110,
    ""borda_rankingin"": [
        [""D""],
        [""A""],
        [""B""],
        [""C""]
    ],
    ""best_pick"": ""D""
}
}",0.1,"[""absolute_total:119"", ""reported_absolute_total:110""]",False,D,D,1.0,top
True,3,p059::Qwen/Qwen2.5-7B-Instruct::normal_03,18,,steered,random,9.319350256336216,C,D,random_to_top,strict_allocation_invalid_recovered:absolute_total:115;reported_absolute_total:110,115.0,"{
""votes"": {
    ""signed_allocation_reason"": ""Candidate A provides a clear and sincere apology without legal liability, while Candidate B is less formal and direct."",
    ""signed_allocation_cents"": [
        {""candidate_id"": ""A"", ""cents"": 50},
        {""candidate_id"": ""B"", ""cents"": 25},
        {""candidate_id"": ""C"", ""cents"": -25},
        {""candidate_id"": ""D"", ""cents"": -15}
    ],
    ""absolute_cents_total"": 110,
    ""borda_ranking"": [[""A""], [""B""], [""C"", ""D""]],
    ""best_pick"": ""A""
}
}",0.2,"[""absolute_total:115"", ""reported_absolute_total:110""]",False,D,D,1.0,top
True,3,p059::Qwen/Qwen2.5-7B-Instruct::normal_03,18,,steered,random2,2.329837564084054,C,D,random2_to_bottom,strict_allocation_invalid_recovered:absolute_total:115;absolute_cents_total_not_numeric,115.0,"{
""votes"": {
    ""signed_allocation_reason"": ""Candidate A provides a clear and sincere apology without legal liability, while Candidate B is less formal and direct."",
    ""signed_allocation_cents"": [
        { ""candidate_id"": ""A"", ""cents"": 50},
        { ""candidate_id"": ""B"", ""cents"": 25},
        { ""candidate_id"": ""C"", ""cents"": -25},
        { ""candidate_id"": ""D"", ""cents"": -15}
    ],
    ""absolute_cent_total"": 110,
    ""borda_rankingin"": [
        [""A""],
        [""B""],
        [""C"", ""D""]
    ],
    ""best_pick"": ""A""
}
}",0.05,"[""absolute_total:115"", ""absolute_cents_total_not_numeric""]",False,C,C,4.0,bottom
True,3,p059::Qwen/Qwen2.5-7B-Instruct::normal_03,18,,steered,random2,4.659675128168108,C,D,random2_to_bottom,strict_allocation_invalid_recovered:absolute_total:110;absolute_cents_total_not_numeric,110.0,"{
    ""votes"": {
        ""signed_allocation_reason"": ""Candidate D is the most straightforward and concise, fitting the prompt well. Candidate C is overly detailed and less sincere."",
        ""signed_allocation_cents"": [
            {""candidate_id"": ""D"", ""cents"": 45},
            {""candidate_id"": ""B"", ""cents"": 30},
            {""candidate_id"": ""A"", ""cents"": 20},
            {""candidate_id"": ""C"", ""cents"": -15}
        ],
        ""absolute_cent_total"": 100
    },
    ""borda_rankingin"": [[""D""], [""B""], [""A""], [""C""]],
    ""best_pick"": ""D""
}",0.1,"[""absolute_total:110"", ""absolute_cents_total_not_numeric""]",False,C,C,4.0,bottom
True,3,p059::Qwen/Qwen2.5-7B-Instruct::normal_03,18,,steered,random2,9.319350256336216,C,D,random2_to_bottom,strict_allocation_invalid_recovered:absolute_total:119;reported_absolute_total:110,119.0,"{
    ""votes"": {
        ""signed_allocation_reason"": ""Candidate D is the most straightforward and sincere without admitting no liability, while Candidate C is the least fitting as it introduces unforeseen circumstances."",
        ""signed_allocation_cents"": [
            {""candidate_id"": ""D"", ""cents"": 45},
            {""candidate_id"": ""A"", ""cents"": 35},
            {""candidate_id"": ""B"", ""cents"": 20},
            {""candidate_id"": ""C"", ""cents"": -19}
        ],
        ""absolute_cents_total"": 110,
        ""borda_rankingin"": [[""D""], [""A""], [""B""], [""C""]],
        ""best_pick"": ""D""
    }
}",0.2,"[""absolute_total:119"", ""reported_absolute_total:110""]",False,C,C,4.0,bottom
True,3,p059::Qwen/Qwen2.5-7B-Instruct::normal_03,18,,steered,random2,2.329837564084054,C,D,random2_to_top,strict_allocation_invalid_recovered:absolute_total:119;reported_absolute_total:110,119.0,"{
    ""votes"": {
        ""signed_allocation_reason"": ""Candidate D is the most straightforward and sincere without admitting no liability, while Candidate C is the least fitting as it introduces unforeseen circumstances."",
        ""signed_allocation_cents"": [
            {""candidate_id"": ""D"", ""cents"": 45},
            {""candidate_id"": ""A"", ""cents"": 35},
            {""candidate_id"": ""B"", ""cents"": 20},
            {""candidate_id"": ""C"", ""cents"": -19}
        ],
        ""absolute_cents_total"": 110,
        ""borda_rankingin"": [[""D""], [""A""], [""B""], [""C""]],
        ""best_pick"": ""D""
    }
}",0.05,"[""absolute_total:119"", ""reported_absolute_total:110""]",False,D,D,1.0,top
False,3,p059::Qwen/Qwen2.5-7B-Instruct::normal_03,18,,steered,random2,4.659675128168108,C,D,random2_to_top,strict_allocation_invalid_after_retries:invalid_json:JSONDecodeError;parse_error:JSONDecodeError('Expecting property name enclosed in double quotes: line 2 column 1 (char 2)'),,"{
{""votes"": {""signed_allocation_reason"": ""Candidate A provides a clear and sincere apology without legal liability, while Candidate B is concise and direct but lackss the legal disclaimer."", ""signed_allocation_cents"": [{""candidate_id"": ""A"", ""cents"": 45}, {""candidate_id"": ""B"", ""cents"": 35}, {""candidate_id"": ""C"", ""cents"": -25}, {""candidate_id"": ""D"", ""cents"": -15}], ""absolute_cenate_total"": 110, ""borda_rankingin"": [[""A""], [""B""], [""C"", ""D""]], ""best_pick"": ""A""}}
}",0.1,"[""invalid_json:JSONDecodeError""]",False,D,D,1.0,top
True,3,p059::Qwen/Qwen2.5-7B-Instruct::normal_03,18,,steered,random2,9.319350256336216,C,D,random2_to_top,strict_allocation_invalid_recovered:absolute_total:120;absolute_cents_total_not_numeric,120.0,"{
    ""votes"": {
        ""signed_allocation_reason"": ""Candidate A provides a clear and sincere apology without legal liability, while Candidate B is less formal and direct."",
        ""signed_allocation_cents"": [
            { ""candidate_id"": ""A"", ""cents"": 50},
            { ""candidate_id"": ""B"", ""cents"": 30},
            { ""candidate_id"": ""C"", ""cents"": -25},
            { ""candidate_id"": ""D"", ""cents"": -15}
        ],
        ""absolute_cenet_total"": 100
    }
}",0.2,"[""absolute_total:120"", ""absolute_cents_total_not_numeric""]",False,D,D,1.0,top
True,3,p059::Qwen/Qwen2.5-7B-Instruct::normal_03,18,,steered,random3,2.329837564084054,C,D,random3_to_bottom,strict_allocation_invalid_recovered:absolute_total:106,106.0,"{
    ""votes"": {
        ""signed_allocation_reason"": ""Candidate D is the most straightforward and sincere without admitting no liability, while Candidate C is the least fitting as it introduces unforeseen circumstances."",
        ""signed_allocation_cents"": [
            {""candidate_id"": ""D"", ""cents"": 45},
            {""candidate_id"": ""A"", ""cents"": 30},
            {""candidate_id"": ""B"", ""cents"": 15},
            {""candidate_id"": ""C"", ""cents"": -16}
        ],
        ""absolute_cents_total"": 100,
        ""borda_rankingin"": [[""D""], [""A""], [""B""], [""C""]],
        ""best_pick"": ""D""
    }
}",0.05,"[""absolute_total:106""]",False,C,C,4.0,bottom
True,3,p059::Qwen/Qwen2.5-7B-Instruct::normal_03,18,,steered,random3,4.659675128168108,C,D,random3_to_bottom,strict_allocation_invalid_recovered:absolute_total:115;reported_absolute_total:110,115.0,"{
""votes"": {
    ""signed_allocation_reason"": ""Candidate A provides a clear and sincere apology without legal liability, while Candidate B is less formal and direct."",
    ""signed_allocation_cents"": [
        {""candidate_id"": ""A"", ""cents"": 50},
        {""candidate_id"": ""B"", ""cents"": 25},
        {""candidate_id"": ""C"", ""cents"": -25},
        {""candidate_id"": ""D"", ""cents"": -15}
    ],
    ""absolute_cents_total"": 110,
    ""borda_ranking"": [[""A""], [""B""], [""C"", ""D""]],
    ""best_pick"": ""A""
}
}",0.1,"[""absolute_total:115"", ""reported_absolute_total:110""]",False,C,C,4.0,bottom
True,3,p059::Qwen/Qwen2.5-7B-Instruct::normal_03,18,,steered,random3,9.319350256336216,C,D,random3_to_bottom,strict_allocation_invalid_recovered:absolute_total:115;reported_absolute_total:110,115.0,"{
""votes"": {
    ""signed_allocation_reason"": ""Candidate A provides a clear and sincere apology without legal liability, while Candidate B is less formal and direct."",
    ""signed_allocation_cents"": [
        {""candidate_id"": ""A"", ""cents"": 50},
        {""candidate_id"": ""B"", ""cents"": 25},
        {""candidate_id"": ""C"", ""cents"": -25},
        {""candidate_id"": ""D"", ""cents"": -15}
    ],
    ""absolute_cents_total"": 110,
    ""borda_ranking"": [[""A""], [""B""], [""C"", ""D""]],
    ""best_pick"": ""A""
}
}",0.2,"[""absolute_total:115"", ""reported_absolute_total:110""]",False,C,C,4.0,bottom
True,3,p059::Qwen/Qwen2.5-7B-Instruct::normal_03,18,,steered,random3,2.329837564084054,C,D,random3_to_top,strict_allocation_invalid_recovered:absolute_total:115;reported_absolute_total:110,115.0,"{
""votes"": {
    ""signed_allocation_reason"": ""Candidate A provides a clear and sincere apology without legal liability, while Candidate B is less formal and direct."",
    ""signed_allocation_cents"": [
        {""candidate_id"": ""A"", ""cents"": 50},
        {""candidate_id"": ""B"", ""cents"": 25},
        {""candidate_id"": ""C"", ""cents"": -25},
        {""candidate_id"": ""D"", ""cents"": -15}
    ],
    ""absolute_cents_total"": 110,
    ""borda_ranking"": [[""A""], [""B""], [""C"", ""D""]],
    ""best_pick"": ""A""
}
}",0.05,"[""absolute_total:115"", ""reported_absolute_total:110""]",False,D,D,1.0,top
True,3,p059::Qwen/Qwen2.5-7B-Instruct::normal_03,18,,steered,random3,4.659675128168108,C,D,random3_to_top,strict_allocation_invalid_recovered:absolute_total:105;reported_absolute_total:110,105.0,"{
""votes"": {
    ""signed_allocation_reason"": ""Candidate A provides a clear and sincere apology without legal liability, while Candidate B is less formal and direct."",
    ""signed_allocation_cents"": [
        { ""candidate_id"": ""A"", ""cents"": 45},
        { ""candidate_id"": ""B"", ""cents"": 30},
        { ""candidate_id"": ""C"", ""cents"": -15},
        { ""candidate_id"": ""D"", ""cents"": -15}
    ],
    ""absolute_cents_total"": 110,
    ""borda_rankingin"": [
        [ ""A""],
        [ ""B""],
        [ ""C"", ""D""]
    ],
    ""best_pick"": ""A""
}
}",0.1,"[""absolute_total:105"", ""reported_absolute_total:110""]",False,D,D,1.0,top
True,3,p059::Qwen/Qwen2.5-7B-Instruct::normal_03,18,,steered,random3,9.319350256336216,C,D,random3_to_top,strict_allocation_invalid_recovered:absolute_total:115;reported_absolute_total:110,115.0,"{
""votes"": {
    ""signed_allocation_reason"": ""Candidate A provides a clear and sincere apology without legal liability, while Candidate B is less formal and direct."",
    ""signed_allocation_cents"": [
        { ""candidate_id"": ""A"", ""cents"": 50},
        { ""candidate_id"": ""B"", ""cents"": 25},
        { ""candidate_id"": ""C"", ""cents"": -25},
        { ""candidate_id"": ""D"", ""cents"": -15}
    ],
    ""absolute_cents_total"": 110,
    ""borda_rankingin"": [
        [""A""],
        [""B""],
        [""C"", ""D""]
    ],
    ""best_pick"": ""A""
}
}",0.2,"[""absolute_total:115"", ""reported_absolute_total:110""]",False,D,D,1.0,top
False,3,p071::Qwen/Qwen2.5-7B-Instruct::normal_04,19,,baseline,,,,,baseline,strict_allocation_invalid_after_retries:invalid_json:JSONDecodeError;parse_error:JSONDecodeError('Expecting property name enclosed in double quotes: line 2 column 1 (char 2)'),,"{
{
  ""votes"": {
    ""best_pick"": ""A"",
    ""borda_ranking"": [[""A""], [""B"", ""C""], [""D""]],
    ""signed_allocation_reason"": ""Candidate A provides a clear and correct solution with proper error handling."",
    ""signed_allocation_cents"": [
      {""candidate_id"": ""A"", ""cents"": 50},
      {""candidate_id"": ""B"", ""cents"": 25},
      {""candidate_id"": ""C"", ""cents"": -10},
      {""candidate_id"": ""D"", ""cents"": -15}
    ],
    ""absolute_cents_total"": 110
  }
}
}",,"[""invalid_json:JSONDecodeError""]",False,,,,
True,3,p003::Qwen/Qwen2.5-7B-Instruct::normal_03,20,,baseline,,,,,baseline,strict_allocation_invalid_recovered:absolute_total:105;reported_absolute_total:110,105.0,"{
    ""votes"": {
        ""signed_allocation_reason"": ""Candidate B provides clear and accurate information, while Candidate D includes some factual errors and additional complexity. Candidates C and A are less detailed and slightly off in their explanations."",
        ""signed_allocation_cents"": [
            {""candidate_id"": ""A"", ""cents"": 30},
            {""candidate_id"": ""B"", ""cents"": 45},
            {""candidate_id"": ""C"", ""cents"": 15},
            {""candidate_id"": ""D"", ""cents"": 15}
        ],
        ""absolute_cents_total"": 110,
        ""borda_ranking"": [[""B""], [""A"", ""C"", ""D""]],
        ""best_pick"": ""B""
    }
}",,"[""absolute_total:105"", ""reported_absolute_total:110""]",False,,,,
True,3,p003::Qwen/Qwen2.5-7B-Instruct::normal_03,20,1.0,baseline_replicate,,,,,baseline_replicate,strict_allocation_invalid_recovered:absolute_total:105;reported_absolute_total:110,105.0,"{
    ""votes"": {
        ""signed_allocation_reason"": ""Candidate B provides clear and accurate information, while Candidate D includes some factual errors and additional complexity. Candidates C and A are less detailed and slightly off in their explanations."",
        ""signed_allocation_cents"": [
            {""candidate_id"": ""A"", ""cents"": 30},
            {""candidate_id"": ""B"", ""cents"": 45},
            {""candidate_id"": ""C"", ""cents"": 15},
            {""candidate_id"": ""D"", ""cents"": 15}
        ],
        ""absolute_cents_total"": 110,
        ""borda_ranking"": [[""B""], [""A"", ""C"", ""D""]],
        ""best_pick"": ""B""
    }
}",,"[""absolute_total:105"", ""reported_absolute_total:110""]",False,,,,
True,3,p003::Qwen/Qwen2.5-7B-Instruct::normal_03,20,2.0,baseline_replicate,,,,,baseline_replicate,strict_allocation_invalid_recovered:absolute_total:105;reported_absolute_total:110,105.0,"{
    ""votes"": {
        ""signed_allocation_reason"": ""Candidate B provides clear and accurate information, while Candidate D includes some factual errors and additional complexity. Candidates C and A are less detailed and slightly off in their explanations."",
        ""signed_allocation_cents"": [
            {""candidate_id"": ""A"", ""cents"": 30},
            {""candidate_id"": ""B"", ""cents"": 45},
            {""candidate_id"": ""C"", ""cents"": 15},
            {""candidate_id"": ""D"", ""cents"": 15}
        ],
        ""absolute_cents_total"": 110,
        ""borda_ranking"": [[""B""], [""A"", ""C"", ""D""]],
        ""best_pick"": ""B""
    }
}",,"[""absolute_total:105"", ""reported_absolute_total:110""]",False,,,,
True,3,p003::Qwen/Qwen2.5-7B-Instruct::normal_03,20,,steered,help,2.329837564084054,D,B,help_to_bottom,strict_allocation_invalid_recovered:absolute_total:105;reported_absolute_total:110,105.0,"{
    ""votes"": {
        ""signed_allocation_reason"": ""Candidate B provides clear and accurate information, while Candidate D includes some factual errors and additional complexity. Candidates C and A are less detailed and slightly off in their explanations."",
        ""signed_allocation_cents"": [
            {""candidate_id"": ""A"", ""cents"": 30},
            {""candidate_id"": ""B"", ""cents"": 45},
            {""candidate_id"": ""C"", ""cents"": 15},
            {""candidate_id"": ""D"", ""cents"": 15}
        ],
        ""absolute_cents_total"": 110,
        ""borda_ranking"": [[""B""], [""A"", ""C"", ""D""]],
        ""best_pick"": ""B""
    }
}",0.05,"[""absolute_total:105"", ""reported_absolute_total:110""]",False,D,D,4.0,bottom
True,3,p003::Qwen/Qwen2.5-7B-Instruct::normal_03,20,,steered,help,4.659675128168108,D,B,help_to_bottom,strict_allocation_invalid_recovered:absolute_total:110,110.0,"{
    ""votes"": {
        ""signed_allocation_reason"": ""Candidate B provides clear and accurate information, while Candidate D has some minor inaccuracies and omissions. Candidates C and A are less detailed and slightly off in their explanations."",
        ""signed_allocation_cents"": [
            {""candidate_id"": ""B"", ""cents"": 45},
            {""candidate_id"": ""D"", ""cents"": 35},
            {""candidate_id"": ""A"", ""cents"": 20},
            {""candidate_id"": ""C"", ""cents"": -10}
        ],
        ""absolute_cents_total"": 100
    },
    ""borda_ranking"": [[""B""], [""D""], [""A""], [""C""]],
    ""best_pick"": ""B""
}",0.1,"[""absolute_total:110""]",False,D,D,4.0,bottom
True,3,p003::Qwen/Qwen2.5-7B-Instruct::normal_03,20,,steered,help,9.319350256336216,D,B,help_to_bottom,strict_allocation_invalid_recovered:absolute_total:110,110.0,"{
    ""votes"": {
        ""signed_allocation_reason"": ""Candidate B provides clear and accurate information, while Candidate D offers detailed differences and a well-explained reason for the technical difficulty of fusion. Candidates A and C lack some clarity and completeness in their explanations."",
        ""signed_allocation_cents"": [
            {""candidate_id"": ""B"", ""cents"": 45},
            {""candidate_id"": ""D"", ""cents"": 35},
            {""candidate_id"": ""A"", ""cents"": 15},
            {""candidate_id"": ""C"", ""cents"": -15}
        ],
        ""absolute_cents_total"": 100
    },
    ""borda_ranking"": [[""B""], [""D""], [""A""], [""C""]],
    ""best_pick"": ""B""
}",0.2,"[""absolute_total:110""]",False,D,D,4.0,bottom
False,3,p003::Qwen/Qwen2.5-7B-Instruct::normal_03,20,,steered,help,2.329837564084054,D,B,help_to_top,"strict_allocation_invalid_after_retries:invalid_json:JSONDecodeError;parse_error:JSONDecodeError(""Expecting ',' delimiter: line 14 column 2 (char 609)"")",,"{
    ""votes"": {
        ""signed_allocation_reason"": ""Candidate B provides clear and accurate information, while Candidate D has some factual errors and additional complexity. Candidates C and A are less detailed and slightly off in their explanations."",
        ""signed_allocation_cents"": [
            {""candidate_id"": ""B"", ""cents"": 45},
            {""candidate_id"": ""D"", ""cents"": 30},
            {""candidate_id"": ""A"", ""cents"": 22},
            {""candidate_id"": ""C"", ""cents"": 10}
        ],
        ""absolute_cents_total"": 110
    ,
    ""borda_ranking"": [[""B""], [""D""], [""A""], [""C""]],
    ""best_pick"": ""B""
}",0.05,"[""invalid_json:JSONDecodeError""]",False,B,B,1.0,top
True,3,p003::Qwen/Qwen2.5-7B-Instruct::normal_03,20,,steered,help,4.659675128168108,D,B,help_to_top,strict_allocation_invalid_recovered:absolute_total:105;reported_absolute_total:110,105.0,"{
    ""votes"": {
        ""signed_allocation_reason"": ""Candidate B provides clear and accurate information, while Candidate D includes some factual errors and additional complexity. Candidates C and A are less detailed and slightly off in their explanations."",
        ""signed_allocation_cents"": [
            {""candidate_id"": ""A"", ""cents"": 30},
            {""candidate_id"": ""B"", ""cents"": 45},
            {""candidate_id"": ""C"", ""cents"": 15},
            {""candidate_id"": ""D"", ""cents"": 15}
        ],
        ""absolute_cents_total"": 110,
        ""borda_ranking"": [[""B""], [""A"", ""C"", ""D""]],
        ""best_pick"": ""B""
    }
}",0.1,"[""absolute_total:105"", ""reported_absolute_total:110""]",False,B,B,1.0,top
True,3,p003::Qwen/Qwen2.5-7B-Instruct::normal_03,20,,steered,help,9.319350256336216,D,B,help_to_top,strict_allocation_invalid_recovered:absolute_total:115;reported_absolute_total:110,115.0,"{
    ""votes"": {
        ""signed_allocation_reason"": ""Candidate B provides clear and accurate information, while Candidate D includes some factual errors and additional complexity. Candidates C and A are less detailed and slightly off in their explanations."",
        ""signed_allocation_cents"": [
            {""candidate_id"": ""A"", ""cents"": 30},
            {""candidate_id"": ""B"", ""cents"": 45},
            {""candidate_id"": ""C"", ""cents"": 25},
            {""candidate_id"": ""D"", ""cents"": 15}
        ],
        ""absolute_cents_total"": 110
    },
    ""borda_ranking"": [[""B""], [""A""], [""C""], [""D""]],
    ""best_pick"": ""B""
}",0.2,"[""absolute_total:115"", ""reported_absolute_total:110""]",False,B,B,1.0,top
True,3,p003::Qwen/Qwen2.5-7B-Instruct::normal_03,20,,steered,hurt,2.329837564084054,D,B,hurt_to_bottom,strict_allocation_invalid_recovered:absolute_total:105;reported_absolute_total:110,105.0,"{
    ""votes"": {
        ""signed_allocation_reason"": ""Candidate A provides a clear and concise comparison, Candidate B is accurate but less detailed, Candidate C is missing some information, and Candidate D is overly complex for a high school student."",
        ""signed_allocation_cents"": [{""candidate_id"": ""A"", ""cents"": 45}, {""candidate_id"": ""B"", ""cents"": 30}, {""candidate_id"": ""C"", ""cents"": -15}, {""candidate_id"": ""D"", ""cents"": -15}],
        ""absolute_cents_total"": 110,
        ""borda_ranking"": [[""A""], [""B""], [""D""], [""C""]],
        ""best_pick"": ""A""
    }
}",0.05,"[""absolute_total:105"", ""reported_absolute_total:110""]",False,D,D,4.0,bottom
True,3,p003::Qwen/Qwen2.5-7B-Instruct::normal_03,20,,steered,hurt,4.659675128168108,D,B,hurt_to_bottom,strict_allocation_invalid_recovered:absolute_total:111;reported_absolute_total:110,111.0,"{
    ""votes"": {
        ""signed_allocation_reason"": ""Candidate B provides clear and concise information, while Candidates D, C, and A have some inaccuracies or lack detail."",
        ""signed_allocation_cents"": [
            {""candidate_id"": ""B"", ""cents"": 45},
            {""candidate_id"": ""D"", ""cents"": 30},
            {""candidate_id"": ""A"", ""cents"": 20},
            {""candidate_id"": ""C"", ""cents"": -16}
        ],
        ""absolute_cents_total"": 110
    },
    ""borda_ranking"": [[""B""], [""D""], [""A""], [""C""]],
    ""best_pick"": ""B""
}",0.1,"[""absolute_total:111"", ""reported_absolute_total:110""]",False,D,D,4.0,bottom
True,3,p003::Qwen/Qwen2.5-7B-Instruct::normal_03,20,,steered,hurt,9.319350256336216,D,B,hurt_to_bottom,strict_allocation_invalid_recovered:absolute_total:115;reported_absolute_total:110,115.0,"{
    ""votes"": {
        ""signed_allocation_reason"": ""Candidate B provides clear and concise information, Candidate D includes some key points but has some inaccuracies, and Candidates C and A are less accurate and complete."",
        ""signed_allocation_cents"": [
            {""candidate_id"": ""B"", ""cents"": 45},
            {""candidate_id"": ""D"", ""cents"": 30},
            {""candidate_id"": ""C"", ""cents"": -25},
            {""candidate_id"": ""A"", ""cents"": -15}
        ],
        ""absolute_cents_total"": 110
    },
    ""borda_ranking"": [[""B""], [""D""], [""C"", ""A""]],
    ""best_pick"": ""B""
}",0.2,"[""absolute_total:115"", ""reported_absolute_total:110""]",False,D,D,4.0,bottom
True,3,p003::Qwen/Qwen2.5-7B-Instruct::normal_03,20,,steered,hurt,2.329837564084054,D,B,hurt_to_top,strict_allocation_invalid_recovered:absolute_total:115;reported_absolute_total:110,115.0,"{
    ""votes"": {
        ""signed_allocation_reason"": ""Candidate A provides a clear and concise comparison, Candidate B is accurate but less detailed, Candidate C is missing some information, and Candidate D has extra detail that complicates the explanation."",
        ""signed_allocation_cents"": [
            {""candidate_id"": ""A"", ""cents"": 45},
            {""candidate_id"": ""B"", ""cents"": 30},
            {""candidate_id"": ""C"", ""cents"": -25},
            {""candidate_id"": ""D"", ""cents"": -15}
        ],
        ""absolute_cents_total"": 110,
        ""borda_ranking"": [[""A""], [""B""], [""D""], [""C""]],
        ""best_pick"": ""A""
    }
}",0.05,"[""absolute_total:115"", ""reported_absolute_total:110""]",False,B,B,1.0,top
True,3,p003::Qwen/Qwen2.5-7B-Instruct::normal_03,20,,steered,hurt,4.659675128168108,D,B,hurt_to_top,strict_allocation_invalid_recovered:absolute_total:105,105.0,"{
    ""votes"": {
        ""signed_allocation_reason"": ""Candidate A provides a clear and concise comparison, Candidate B is accurate but less detailed, Candidate C is missing some information, and Candidate D is overly detailed but includes some inaccuracies."",
        ""signed_allocation_cents"": [
            {""candidate_id"": ""A"", ""cents"": 45},
            {""candidate_id"": ""B"", ""cents"": 30},
            {""candidate_id"": ""C"", ""cents"": -15},
            {""candidate_id"": ""D"", ""cents"": -15}
        ],
        ""absolute_cents_total"": 100
    },
    ""borda_ranking"": [[""A""], [""B""], [""C"", ""D""]],
    ""best_pick"": ""A""
}",0.1,"[""absolute_total:105""]",False,B,B,1.0,top
False,3,p003::Qwen/Qwen2.5-7B-Instruct::normal_03,20,,steered,hurt,9.319350256336216,D,B,hurt_to_top,,100.0,"{
    ""votes"": {
        ""signed_allocation_reason"": ""Candidate A provides a clear and concise comparison, Candidate B is accurate but less detailed, Candidate C is somewhat confusing, and Candidate D is overly detailed and includes some inaccuracies."",
        ""signed_allocation_cents"": [
            {""candidate_id"": ""A"", ""cents"": 45},
            {""candidate_id"": ""B"", ""cents"": 35},
            {""candidate_id"": ""C"", ""cents"": -10},
            {""candidate_id"": ""D"", ""cents"": -10}
        ],
        ""absolute_cents_total"": 100,
        ""borda_ranking"": [[""A""], [""B""], [""C"", ""D""]],
        ""best_pick"": ""A""
    }
}",0.2,[],True,B,B,1.0,top
True,3,p003::Qwen/Qwen2.5-7B-Instruct::normal_03,20,,steered,neg_help,2.329837564084054,D,B,neg_help_to_bottom,strict_allocation_invalid_recovered:absolute_total:115;reported_absolute_total:110,115.0,"{
    ""votes"": {
        ""signed_allocation_reason"": ""Candidate A provides a clear and concise comparison, Candidate B is accurate but less detailed, Candidate C is missing some information, and Candidate D is overly complex for a high school student."",
        ""signed_allocation_cents"": [
            {""candidate_id"": ""A"", ""cents"": 45},
            {""candidate_id"": ""B"", ""cents"": 30},
            {""candidate_id"": ""C"", ""cents"": -25},
            {""candidate_id"": ""D"", ""cents"": -15}
        ],
        ""absolute_cents_total"": 110
    },
    ""borda_ranking"": [[""A""], [""B""], [""D""], [""C""]],
    ""best_pick"": ""A""
}",0.05,"[""absolute_total:115"", ""reported_absolute_total:110""]",False,D,D,4.0,bottom
