prompt_id,evaluator_id,expected_candidate_rows,extracted_candidate_rows,expected_candidate_ids,extracted_candidate_ids,context_candidate_order,context_order_source,context_mode,ballot_field_order,context_sha256,self_context_sha256,missing_span_ids,possibly_truncated_span_ids,self_answer_extracted,input_token_count,self_input_token_count,self_answer_visible_reference,max_model_len
p019,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","D,B,C,A",exact_voting_display_order,exact_ballot,"signed_allocation,best_pick,borda_ranking",8c4442fce4a289c87de4ec3986d6f3a0768d0c0a032a958dd5fe8924cf636e5c,d6f0a79ef002c529968bf93b26d959eb27b0287d72b163801f85e36b9f44cd09,,,True,1784,487,False,4096
p019,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","B,A,C,D",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",b0ebb63aa68a22a397eae0b57ddc7ba1801c7ec6b8151595114b8883cc4ff17a,8335bfb494a5f6a0c0415d4ebce1def6a6560d3a6f827cf37b9556850525adb1,,,True,1784,389,False,4096
p020,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","B,A,C,D",exact_voting_display_order,exact_ballot,"borda_ranking,signed_allocation,best_pick",2ff02d39c6ac9b06d747d87c38f0b8154a63f8c76d1f58cbd193257a2ded4903,2d7c55984d6619b0d1bfdff796e3c6a13fa2d1703c3294e0cc87e7db0288d391,,,True,1840,474,False,4096
p020,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","D,A,C,B",exact_voting_display_order,exact_ballot,"signed_allocation,best_pick,borda_ranking",7acf61051487ce32bbe064dbc6edf0674839c71dc5e826048b2838e04649eff2,b83138f5f0e2420a1eceee5aeffdf36c3404d0d42d7eae7fd30dcdcf5f977091,,,True,1840,473,False,4096
p020,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","B,D,A,C",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",ee48f4c5289fe66b256a8a27a8127b770e3c6cbc100b71c9e79f71ee53b181d2,b62c31abf221feb0e8f8fc936240083dd4ece1101c606d9d3e2ff208be11fbec,,,True,1840,426,False,4096
p020,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","A,C,B,D",exact_voting_display_order,exact_ballot,"signed_allocation,best_pick,borda_ranking",d31c3f09eb005c443e828a450a23ca498dff7dd83b9f296ed88e660c67ed788d,2941e3db5658c008092c04e26fdb75c1daab8fc3f8bcc22ab5a2849f87a97efa,,,True,1840,436,False,4096
p021,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","A,D,C,B",exact_voting_display_order,exact_ballot,"borda_ranking,best_pick,signed_allocation",01acb97205df3da6e40418ef0d57f9589136c0c57f2555f9de307523db055041,28f3f99d02429f4f3666fea4cd3b10122eb3b702bbeeee3ec5524b0a690fe061,,,True,2050,533,False,4096
p021,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","B,A,C,D",exact_voting_display_order,exact_ballot,"signed_allocation,borda_ranking,best_pick",5253dcd9c67a95118da8800664ce76c9f7467c0434e5adeb7d308d98ee8dc649,93b1f04bb7818fdaebd79a4ba5d2ca856d2406e0b3c437eb586676958c06b4d4,,,True,2050,512,False,4096
p021,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","C,A,D,B",exact_voting_display_order,exact_ballot,"signed_allocation,best_pick,borda_ranking",65e50d3a61b5ddbdab96f4d4c3c69078bdeff6c397f6578525fc15c0eca154d8,20e93e7cf96bb9a8e16d2d3fdf6314e029fbdea2032c9d200dd64a6bba323cc3,,,True,2050,533,False,4096
p021,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","A,B,C,D",exact_voting_display_order,exact_ballot,"borda_ranking,signed_allocation,best_pick",1ea73bf30a7188f336ae1c12102de47ebed2e77d861538448856cc174d201356,d8a763fdecc1bf5490ae6e200a6801d461f5749e795d798aa1899ee7cfc06d3c,,,True,2050,533,False,4096
p022,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","B,D,C,A",exact_voting_display_order,exact_ballot,"signed_allocation,best_pick,borda_ranking",c8be695397baa9986c37cda3230fb2fea15e09edbc8df9fd45ce3bec10adc328,0a1ea1b96378458bfff0807493d2f6652bee1a2bbc2cb3a8e1a5fdbfe6a64b7d,,,True,1954,528,False,4096
p022,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","B,A,D,C",exact_voting_display_order,exact_ballot,"borda_ranking,best_pick,signed_allocation",9cddef8ae2e20d26f769922a0b56c4d6ce908d70d3eb5066a7bada9d63342428,cb7efd3e4210c960a1d124cd163fe9d7bde256c3c7e9b0a42fcd9c33f9a7e34e,,,True,1954,528,False,4096
p022,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","C,B,D,A",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",96733f096fe98a62cac67fffc6d3c7247a09dcc46a13a1e90e174ab3cb5ad212,358f3c7c27b78cd4cab94af5462f18d4a74300d76ca8cc143368bfb49bb5eb7b,,,True,1954,528,False,4096
p022,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","D,B,C,A",exact_voting_display_order,exact_ballot,"borda_ranking,best_pick,signed_allocation",85fcbb71b32f9139fcdef752b8cc11c7d7dc8aba990875b5a0554202a54d0fa9,8572bf2dcfeaee1af892982b57dfc57c939ed4dd431cd21a3c607eef1fb31035,,,True,1954,528,False,4096
p023,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","B,C,D,A",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",c5ace89e85f9f809e5e0cefd11f856aefb0c70bd2f33e254b02ae2d9aeac8716,e16ca26eba5f036375e9104d2c46f4dd1909bc1e78be3012be7863a56f67fb71,,,True,1789,529,False,4096
p023,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","A,C,D,B",exact_voting_display_order,exact_ballot,"signed_allocation,borda_ranking,best_pick",618b6c5b27d60c6a377a57ac6c56c440bd9da81854227c9538826ac752bf1dbb,9cf6b994529613e53a2d1045fd9ce2fb772b655b6f20c20cbe3267e03fa1f891,,,True,1789,529,False,4096
p023,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","C,D,B,A",exact_voting_display_order,exact_ballot,"borda_ranking,best_pick,signed_allocation",d7543cc4481e748ef6a685ffe58da2ed48440b3aed3d13ddf45e2ec23702e70f,3af77b59bb7b58e8e4454fec4b1e2cf2c2b112c547303e1e6074eaf05df558ec,,,True,1789,529,False,4096
p023,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","A,C,D,B",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",e80e2324f565ff969fb44cbc036436567a9edcf058f58d321bb177b81c343c9b,2033e722a91fa2e9028b50796dd1a9eeddacbdc89035867d78adcee8bce58157,,,True,1789,529,False,4096
p024,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","B,A,C,D",exact_voting_display_order,exact_ballot,"signed_allocation,borda_ranking,best_pick",9c77ae17a425a046f77cdecbbdbae275b5d1b2fc2aed863b73f2cef673b09942,759e177f64f188d1516ed02de33a4161c368fa24b472ed7663de59bf33aa7885,,,True,1776,421,False,4096
p024,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","A,D,B,C",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",6687cc20e5a4c88932ed3e99c0bdb46e3ca3eb6f6cb4acf9ccba2beb7340806b,1683601710abbb83d43afc2c0339a06dad667286d0abe4baa4c227c855bcaf9a,,,True,1776,527,False,4096
p024,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","B,C,A,D",exact_voting_display_order,exact_ballot,"signed_allocation,best_pick,borda_ranking",3f08a05fadde51a89741d0da48dc665ac2dbfcbec8cbafd96b706fd62d61f86f,2ffcc7866f1828b2b3f3c6f2663f00516aa8ae7e91e1d2b6357e91a0f1e3e537,,,True,1776,418,False,4096
p024,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","C,A,B,D",exact_voting_display_order,exact_ballot,"signed_allocation,best_pick,borda_ranking",f13c0119b88ae437bea33510cec6afb62aa90d2509ece9723f1325cbfeac8a6c,6ec39b19a28d1e27e741f31ad78c22e63f8f46e0c0dbea181c77aed94b4910c6,,,True,1776,392,False,4096
p025,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","A,B,C,D",exact_voting_display_order,exact_ballot,"borda_ranking,signed_allocation,best_pick",7f86d5d570ab14d7a9b0af3374b5a30d85b8aa34609e3c9c57deee8903eede0d,f7e4259472fd3e6bf619e77e52bfc553698bc4869e58d948840918d33bb6210b,,,True,1446,257,False,4096
p025,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","A,B,D,C",exact_voting_display_order,exact_ballot,"borda_ranking,signed_allocation,best_pick",68b6bb606e28a52fb0700745bff8b96b0fc1364b7832e252fb5740cbb979fed9,c97d22ba8fbb483fc38f0020c9bedf3775f54d8c2eccbdfb317c314917173a9d,,,True,1446,265,False,4096
p025,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","A,D,C,B",exact_voting_display_order,exact_ballot,"borda_ranking,best_pick,signed_allocation",8fd04114a1bed065ad529ff0b0288dd43af8adb5e2cb42e94905029236daa5b5,94c181d3e4078bc0b0d8993b2d9fca9c30df3f0f2edebb5b0a4bdccaaa961fb3,,,True,1446,289,False,4096
p025,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","C,D,B,A",exact_voting_display_order,exact_ballot,"borda_ranking,signed_allocation,best_pick",c51905d1f1644bc7e2cbe60da3572d2eaf4b95b4089823110cd2f853323b13ec,3eb406e2431dfe984fdbdf7bc161c6a868f7387b5ac4d225da5115a0e0e08001,,,True,1446,267,False,4096
p026,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","A,C,D,B",exact_voting_display_order,exact_ballot,"borda_ranking,signed_allocation,best_pick",ce01bcd70d9148ce113979468a9037c7927f3761fb341847b04faa636aac2aa1,1fcb352188bf88904d6f1d08c8171315ef8bbf114586d0b3215af9e2dcf46bd5,,,True,925,233,False,4096
p026,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","B,A,C,D",exact_voting_display_order,exact_ballot,"signed_allocation,best_pick,borda_ranking",81e99ee0cd11a38e38984e8674d07f591d1cb9b3316bbcb3783a95c5875f5df8,eeed4f20a8c5868e2d98ecd7cc6af7375196e25f5ed63a9a7c11df454c870dc4,,,True,925,239,False,4096
p026,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","C,B,D,A",exact_voting_display_order,exact_ballot,"borda_ranking,signed_allocation,best_pick",6c294c4c95dd55466f62cdb671450080c1788092ce79e39ccd08b7cbe50cb5a3,43383e912c685e4691e68459c5d81bf01c38e4719e62b1dd6d24589d15ac1594,,,True,925,231,False,4096
p026,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","D,B,C,A",exact_voting_display_order,exact_ballot,"signed_allocation,best_pick,borda_ranking",6e783ade24a4b3cadb6b48fa18b714281550a351385c631c0a7fc84cacfd95e6,d775a6c72e6eba264e3be3467aebbd3ae560377281881d6ccf786f27830c7eaa,,,True,925,231,False,4096
p027,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","D,A,C,B",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",91306d4bf6b78faa409cfe7044e7f9cba16560da4ceaa16d8d2393dd96c6a32c,6f102e4d6b54da7079c10762d20345038c1622ccdc5bcdbed88c8ef248d3ee62,,,True,1705,418,False,4096
p027,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","B,A,C,D",exact_voting_display_order,exact_ballot,"borda_ranking,best_pick,signed_allocation",3e89e4778766c625723ce18bbc317d79f9d203d850429c5748aeda53a6f910a8,1778c29694bd9672234e26062b4f88b11434c574842a0193b2fc35a922467e52,,,True,1705,358,False,4096
p027,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","A,B,D,C",exact_voting_display_order,exact_ballot,"signed_allocation,borda_ranking,best_pick",db77c09f4f7fcc6a96aed070e7804420ca7c07e7f4c78482635efb93eecf52fb,96c8845b067b459a6a6fba1bea966f285427c5dd0cf8570ccf5a753230d61005,,,True,1705,348,False,4096
p027,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","C,B,D,A",exact_voting_display_order,exact_ballot,"signed_allocation,borda_ranking,best_pick",f5c3bfedc074274814d5e59e949f5f9932f5782df53a84682584f75b05a852b7,45b263b0e13b9dfa3353c5d52146f0138adf477aba2420d605f97cc4f45f18da,,,True,1705,381,False,4096
p028,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","B,C,A,D",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",6510114995d2ce9acc3d9c44fcd3199fddc9e8484ea864aad5e3b719a5c7e91f,211f6fd2857afea6c4d5c8bfbd2831048ccc5aecd89960b86319cf648b112994,,,True,1779,348,False,4096
p028,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","B,C,D,A",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",d923fc2d718201f781ba2b48e5e0c4d74cc7d59810eef228af658c8ac7e75a54,cb64054495471e69c4303dc442e32c349e06364f2975ac4e9ec3cb9bbb0a7c86,,,True,1779,412,False,4096
p028,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","C,D,B,A",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",f7228c40a2c4837197b1588ac9595199c0936b4e00214bf4a791bf985670c570,fc4c5622f24af1692268b0693f282d360d5ecaa6101c346208fd74407bcca619,,,True,1779,457,False,4096
p028,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","B,D,C,A",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",bd1a698d5eb6a811d028cec90cff707064a4bbb8a082041346538a3def3c9b0c,c3d901ec7fde6589d962cc5dd097247f4a329d99cd03688498554c0eb3c37bfa,,,True,1779,443,False,4096
p029,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","B,C,A,D",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",50a220854edf993dd413b10f1760ccdc9ab0f8d5d8280e29e666f419678f4b61,219315d4e9aae3b41ef9876f56e19372cd35e074345846926c1a70a293e14d73,,,True,1778,526,False,4096
p029,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","D,A,C,B",exact_voting_display_order,exact_ballot,"signed_allocation,borda_ranking,best_pick",0ff6f122b2fab1e6edd2da407a9ba7f42df3ff16029d1ce2991a3e9ee7b503c9,4fd90bfe75ba026c8ae5605a0a5f349b36cb19fe2163c6e2707794655d532fbe,,,True,1778,526,False,4096
p029,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","D,B,C,A",exact_voting_display_order,exact_ballot,"signed_allocation,borda_ranking,best_pick",29f30b27a5054fe6fb7ba96f32f774ea310401cc2b726097fa7ae69c1f0b2527,e6542c0bfa902443b585f44c03868cdc4bbd0b21eb0604391e4136e21e670f2a,,,True,1778,526,False,4096
p029,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","C,B,D,A",exact_voting_display_order,exact_ballot,"signed_allocation,best_pick,borda_ranking",7d18705a4018fb4708b2c527c8f72734cbc092d56eb94301492b593f3bd7830a,a49d1c8050426c588e7fd7ac6f5249ff24e5ee360501aaa798dd5ca010bf85c0,,,True,1778,526,False,4096
p030,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","C,B,D,A",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",3014f829feceb5324f33297a1a1ba182d8fe964bba489c283fac7f1a706b7060,66aa8978924fceffe6dd9269b0a1f63277773a9bc54f8bbb7daa4f2e1fdee7fe,,,True,1531,451,False,4096
p030,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","A,B,C,D",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",ba680e93b27e24e72d03b59c9bd8565b45ef92742d823725fe936cc46afcb49d,4a582bd72a27ff5bf4f1da66c1300b64a60367c20e4b487b561e50891e762cba,,,True,1531,368,False,4096
p030,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","C,B,A,D",exact_voting_display_order,exact_ballot,"signed_allocation,best_pick,borda_ranking",c3393f031293abf93e3a814970843f3271b577b23d2ec0c168b70c84b763f7fa,2fc619874e0eb5f95169a54e4477996f4bb8a62c4cb66feed455d6291debda82,,,True,1531,518,False,4096
p030,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","B,A,C,D",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",2a7fc742f2074c665f83b236b77e182cf622cf274435d35b4cfd56d5353b9f37,83a1c70b341f9ec052e3baed13d9bfb67c38eda40f986cd6a2bec698d6706a6b,,,True,1531,478,False,4096
p031,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","D,B,A,C",exact_voting_display_order,exact_ballot,"borda_ranking,best_pick,signed_allocation",8e09b9904d2f158a1cd554d2fe6a3216804d7acc5462856faac933b101f24a62,fcdae0b3d3be5ec15942294d0ad29cf200b280e7f2470a471d00e685f3ada24e,,,True,1233,240,False,4096
p031,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","D,B,C,A",exact_voting_display_order,exact_ballot,"signed_allocation,borda_ranking,best_pick",dfc90e62e37057dcecf2016497318dac7c29c1fcce3594967fef9107f904fd35,7d4c36597431ec121ccddc43a0db9a3f248183b50b5256d75b4abad84f6596da,,,True,1233,233,False,4096
p031,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","D,A,B,C",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",0c125db195a3947ef117f5ad541243a42ccfcc8a811bbde8f2bb0b8f7a9221a3,a05ab7f1b48c932cd564d307616fb627402ea3e4c35fbcfdd1932d05d1eccd5f,,,True,1233,248,False,4096
p031,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","B,A,C,D",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",02cb0a36b3e8363e3c759181a13594fc9c891e867eb159a89a899e3f321acb77,a7c47f7053398554cc54481d8f791aaa597b6daa03185af7e52f3e37091c0379,,,True,1233,250,False,4096
p032,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","A,C,B,D",exact_voting_display_order,exact_ballot,"signed_allocation,borda_ranking,best_pick",22da4b0b966225d38f16138d3ca63044112ba231ab1586e171ec452bede5f8df,be825aa0a48d29911f0caf70cbf7ce28feea916382616927a5af15f8377bfeee,,,True,1736,478,False,4096
p032,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","A,B,D,C",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",cc5ebaa6e123b870ae3b47ee57e6a9f28512d87e3233ba51a8cdbd1080f07222,85f390d3966b750980c3ddb3c4a0d96667b8cd730b78a9278456c84c51e3a6d1,,,True,1736,546,False,4096
p032,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","C,B,A,D",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",1fe08b56ca0f14ff7dc08822956f47c29863140692cef8232c3574cb72519a18,1f433e60146b7adacf6bb9a0b935033232634df0cc2929a82634581f4b4ee060,,,True,1736,408,False,4096
p032,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","D,B,A,C",exact_voting_display_order,exact_ballot,"borda_ranking,best_pick,signed_allocation",c7252badda31440f8a538dab05edcfe815657503bcc4e15901894a074f3a9fab,a41a76426b4e9c40ff2012008bce5e8428d2168023f908eec36ac3f85ba26dff,,,True,1736,527,False,4096
p033,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","D,B,A,C",exact_voting_display_order,exact_ballot,"borda_ranking,best_pick,signed_allocation",d00d7ab0c5a955a5079d195016b0de6e83cc5c37395fabf02015cca92b4d7e59,2c5e16cfefdb9df4ed9601b38218cd3a2d22122574114d4ba52223af4def4a42,,,True,981,231,False,4096
p033,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","D,C,A,B",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",17f8d2f5719233384da349ab7f6129703f05a88dd683f69166dbcc6708ba4ff5,3242206a9322b46f2a7c3bb68c9328a1754b7b53a470b991fbd1b0ec5e56793c,,,True,981,202,False,4096
p033,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","A,D,B,C",exact_voting_display_order,exact_ballot,"signed_allocation,borda_ranking,best_pick",3cb42227ad65869538eeb3874596f21ebc8fee59ac53953bbf1d9bf455f8ad87,98d40e976d1d561d83ff5f98926eef5e7967a6ab60766ca38434c06e0104abf4,,,True,981,214,False,4096
p033,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","C,B,A,D",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",48c9446c8387dc61aa34559266779765f548445150f389e892205532dc6463c5,1d4219463409ac5e54751625f6bcd7df41301d0fd1636aed9c0d11a4bfe386a3,,,True,981,224,False,4096
p034,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","B,C,A,D",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",9f0df0e86f9d19f68c61115c299c9784fd000d422f1e84b1eca5de259746bfe7,34b4048a66ddd9923a51b5b7329a6c0a9168a6b473998e3ff8b336f6d9323b69,,,True,1582,342,False,4096
p034,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","C,A,B,D",exact_voting_display_order,exact_ballot,"borda_ranking,signed_allocation,best_pick",c53d29abb41e89bbda974481e6ea4596a94edad910cf099f0e76e96d0e123919,14a6621468dd1af3b7cb6a9e1f6d425d77dc1786d135ba3e78a0e4e0f26612db,,,True,1582,403,False,4096
p034,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","B,C,D,A",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",a31bafc73c73ddad8be1a2cc73bc93405f254aab30c63dbefe6a44a6f6e6efb5,49045233f1269f6ed7649d746c412f0f97e9873be031a97255b1db1571a73f74,,,True,1582,494,False,4096
p034,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","D,C,B,A",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",c7bb8861ee103140b703757bc6885c4319bf02afe12bd6aa5aecffdd61de08e2,516d422fe0af299f15d859a0327c1c7421f8abf808e41c06b5697268a11db93b,,,True,1582,353,False,4096
p035,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","A,C,B,D",exact_voting_display_order,exact_ballot,"borda_ranking,signed_allocation,best_pick",cf859b40c84e96939194dd73155c246d4f0d509e415be66715ea34418362ce12,5f5c4d9091fee16f92b53b7a1c5c92ef4d2e284deb75a8e2dca678e1d148262a,,,True,2005,522,False,4096
p035,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","A,B,C,D",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",1d14f860dd31fa587e798c467abed7d4aa445aba8b2e14cf294a9f87eb3ae788,cbf6ec3e130d189dc874f8176d1530270e9615065a977fbf00f160f439755909,,,True,2005,522,False,4096
p035,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","D,B,A,C",exact_voting_display_order,exact_ballot,"signed_allocation,best_pick,borda_ranking",2e6338d29cf4d6e062d764727ecd35c334b182d4beeb1eea8c5d0fa364e0427a,c0738dbded17d24d1b8934d8788bffeabccca09c5d01aa519dd6b85ce03009f7,,,True,2005,491,False,4096
p035,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","C,B,A,D",exact_voting_display_order,exact_ballot,"borda_ranking,best_pick,signed_allocation",9ad34c4ea46b574fe6c23bda2a3c799e81b5316cecb5bdad66b2f1ae34eddc99,f7cb114eb55f754a112e6899891c252ef0579c5d41bb2726e536d13f16ac6de5,,,True,2005,522,False,4096
p036,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","D,B,A,C",exact_voting_display_order,exact_ballot,"borda_ranking,best_pick,signed_allocation",73c70e64d912083935f841886652e00bd81ea675b541a233b4b2231d0bc44d4f,75af843916e52e9640cd38db065fe380cd39775be5d079b91eb1c99c61cf9a82,,,True,1940,536,False,4096
p036,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","C,A,D,B",exact_voting_display_order,exact_ballot,"signed_allocation,borda_ranking,best_pick",4ac636d0d0a25f1b6df51d2ca4a9c872d03c7923b3355c71c9d44762908b74a2,9a4f9cd63be8112c5c54b0ca17fce5d1b888b5d374104a5f9f52bd984d48a8d4,,,True,1940,536,False,4096
p036,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","D,A,B,C",exact_voting_display_order,exact_ballot,"borda_ranking,best_pick,signed_allocation",33a60ae38fb1f2f1b28c183d44d2af410a18c467f8993d68833206002e6a9165,2150072958179c5a1f3844fed0d695cc0106caf3a0e306b0ae00c088f9563997,,,True,1940,536,False,4096
p036,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","D,C,A,B",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",f5889565949921249d8ff777c59c447f10d1eeed1ac1db29a463fcc4df406180,26ebb86f563597121c27426f268347dc5d53a5bc08b15fdb849cc498dcdd492d,,,True,1940,536,False,4096
