candidate_rows,duplicate_score_count,duplicate_score_rate,evaluator_id,prompt_id,unique_scores
4,0,0.0,Qwen/Qwen2.5-7B-Instruct::normal_01,p097,4
4,0,0.0,Qwen/Qwen2.5-7B-Instruct::normal_02,p097,4
4,0,0.0,Qwen/Qwen2.5-7B-Instruct::normal_03,p097,4
4,0,0.0,Qwen/Qwen2.5-7B-Instruct::normal_04,p097,4
4,0,0.0,Qwen/Qwen2.5-7B-Instruct::normal_01,p098,4
4,0,0.0,Qwen/Qwen2.5-7B-Instruct::normal_02,p098,4
4,0,0.0,Qwen/Qwen2.5-7B-Instruct::normal_03,p098,4
4,0,0.0,Qwen/Qwen2.5-7B-Instruct::normal_04,p098,4
4,1,0.25,Qwen/Qwen2.5-7B-Instruct::normal_01,p099,3
4,0,0.0,Qwen/Qwen2.5-7B-Instruct::normal_02,p099,4
4,0,0.0,Qwen/Qwen2.5-7B-Instruct::normal_03,p099,4
4,0,0.0,Qwen/Qwen2.5-7B-Instruct::normal_04,p099,4
4,0,0.0,Qwen/Qwen2.5-7B-Instruct::normal_02,p100,4
4,0,0.0,Qwen/Qwen2.5-7B-Instruct::normal_03,p100,4
4,0,0.0,Qwen/Qwen2.5-7B-Instruct::normal_04,p100,4
