domain,method,prompt_id,scores_json,selection,selector_consensus_share,selector_repeats
business_advice,direct_signed_allocation,p077,"{""A"": 0.43333333333333335, ""B"": 0.19999999999999998, ""C"": -0.2333333333333333, ""D"": -0.13333333333333333}",A,,
business_advice,direct_best_pick,p078,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
business_advice,direct_borda,p078,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
business_advice,direct_signed_allocation,p078,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
business_advice,direct_best_pick,p079,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
business_advice,direct_borda,p079,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
business_advice,direct_signed_allocation,p079,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
business_advice,direct_best_pick,p080,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
business_advice,direct_borda,p080,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
business_advice,direct_signed_allocation,p080,"{""A"": 0.43333333333333335, ""B"": 0.19999999999999998, ""C"": -0.11666666666666665, ""D"": -0.049999999999999996}",A,,
business_advice,direct_best_pick,p081,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
business_advice,direct_borda,p081,"{""A"": 3.0, ""B"": 2.0, ""C"": 0.5, ""D"": 0.5}",A,,
business_advice,direct_signed_allocation,p081,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
instruction_following,direct_best_pick,p082,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
instruction_following,direct_borda,p082,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
instruction_following,direct_signed_allocation,p082,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
instruction_following,direct_best_pick,p083,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
instruction_following,direct_borda,p083,"{""A"": 3.0, ""B"": 2.0, ""C"": 0.8333333333333334, ""D"": 0.16666666666666666}",A,,
instruction_following,direct_signed_allocation,p083,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
instruction_following,direct_best_pick,p084,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
instruction_following,direct_borda,p084,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
instruction_following,direct_signed_allocation,p084,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
instruction_following,direct_best_pick,p085,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
instruction_following,direct_borda,p085,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
instruction_following,direct_signed_allocation,p085,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
instruction_following,direct_best_pick,p086,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
instruction_following,direct_borda,p086,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
instruction_following,direct_signed_allocation,p086,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
instruction_following,direct_best_pick,p087,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
instruction_following,direct_borda,p087,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
instruction_following,direct_signed_allocation,p087,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
analysis,direct_best_pick,p088,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
analysis,direct_borda,p088,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
analysis,direct_signed_allocation,p088,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
analysis,direct_best_pick,p089,"{""A"": 0.5, ""B"": 0.0, ""C"": 0.5, ""D"": 0.0}","TIE:A,C",,
analysis,direct_borda,p089,"{""A"": 1.5, ""B"": 1.5, ""C"": 2.0, ""D"": 1.0}",C,,
analysis,direct_signed_allocation,p089,"{""A"": 0.15000000000000002, ""B"": 0.0, ""C"": 0.1, ""D"": -0.2}",A,,
analysis,direct_best_pick,p090,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
analysis,direct_borda,p090,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
analysis,direct_signed_allocation,p090,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
analysis,direct_best_pick,p091,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
analysis,direct_borda,p091,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
analysis,direct_signed_allocation,p091,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
analysis,direct_best_pick,p092,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
analysis,direct_borda,p092,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
analysis,direct_signed_allocation,p092,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
analysis,direct_best_pick,p093,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
analysis,direct_borda,p093,"{""A"": 3.0, ""B"": 1.3333333333333333, ""C"": 1.3333333333333333, ""D"": 0.3333333333333333}",A,,
analysis,direct_signed_allocation,p093,"{""A"": 0.43333333333333335, ""B"": 0.21666666666666667, ""C"": 0.049999999999999996, ""D"": 0.10000000000000002}",A,,
analysis,direct_best_pick,p094,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
analysis,direct_borda,p094,"{""A"": 3.0, ""B"": 2.0, ""C"": 0.6666666666666666, ""D"": 0.3333333333333333}",A,,
analysis,direct_signed_allocation,p094,"{""A"": 0.45, ""B"": 0.19999999999999998, ""C"": -0.18333333333333335, ""D"": -0.033333333333333326}",A,,
ethics_policy,direct_best_pick,p095,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
ethics_policy,direct_borda,p095,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
ethics_policy,direct_signed_allocation,p095,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
ethics_policy,direct_best_pick,p096,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
ethics_policy,direct_borda,p096,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
ethics_policy,direct_signed_allocation,p096,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
ethics_policy,direct_best_pick,p097,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
ethics_policy,direct_borda,p097,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
ethics_policy,direct_signed_allocation,p097,"{""A"": 0.4666666666666666, ""B"": 0.18333333333333335, ""C"": -0.25, ""D"": -0.09999999999999999}",A,,
ethics_policy,direct_best_pick,p098,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
ethics_policy,direct_borda,p098,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
ethics_policy,direct_signed_allocation,p098,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
ethics_policy,direct_best_pick,p099,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
ethics_policy,direct_borda,p099,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
ethics_policy,direct_signed_allocation,p099,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
ethics_policy,direct_best_pick,p100,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
ethics_policy,direct_borda,p100,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
ethics_policy,direct_signed_allocation,p100,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
